timestamp,dBw
2025-11-14T08:08:53.993435Z,54.5
2025-11-14T08:08:53.994435Z,47.85
2025-11-14T08:08:53.995435Z,41.2
2025-11-14T08:08:53.996435Z,34.550000000000004
2025-11-14T08:08:53.997435Z,35.50568099644698
2025-11-14T08:08:53.998435Z,42.15568099644698
2025-11-14T08:08:53.999435Z,39.35909644980738
2025-11-14T08:08:54.000435Z,32.70909644980738
2025-11-14T08:08:54.001435Z,39.35909644980738
2025-11-14T08:08:54.002435Z,46.00909644980738
2025-11-14T08:08:54.003435Z,52.65909644980738
2025-11-14T08:08:54.004435Z,59.30909644980738
2025-11-14T08:08:54.005435Z,52.65909644980738
2025-11-14T08:08:54.006435Z,46.00909644980738
2025-11-14T08:08:54.007435Z,39.35909644980738
2025-11-14T08:08:54.008435Z,32.70909644980738
2025-11-14T08:08:54.009435Z,31.867901197849726
2025-11-14T08:08:54.010435Z,25.217901197849727
2025-11-14T08:08:54.011435Z,31.867901197849726
2025-11-14T08:08:54.012435Z,38.517901197849724
2025-11-14T08:08:54.013435Z,45.16790119784972
2025-11-14T08:08:54.014435Z,51.81790119784972
2025-11-14T08:08:54.015435Z,58.46790119784972
2025-11-14T08:08:54.016435Z,65.11790119784972
2025-11-14T08:08:54.017435Z,58.46790119784972
2025-11-14T08:08:54.018435Z,51.81790119784972
2025-11-14T08:08:54.019435Z,45.16790119784972
2025-11-14T08:08:54.020435Z,38.517901197849724
2025-11-14T08:08:54.021435Z,31.867901197849726
2025-11-14T08:08:54.022435Z,38.517901197849724
2025-11-14T08:08:54.023435Z,45.16790119784972
2025-11-14T08:08:54.024435Z,51.81790119784972
2025-11-14T08:08:54.025435Z,58.46790119784972
2025-11-14T08:08:54.026435Z,51.81790119784972
2025-11-14T08:08:54.027435Z,45.16790119784972
2025-11-14T08:08:54.028435Z,48.84748756447264
2025-11-14T08:08:54.029435Z,55.497487564472635
2025-11-14T08:08:54.030435Z,48.84748756447264
2025-11-14T08:08:54.031435Z,55.497487564472635
2025-11-14T08:08:54.032435Z,48.84748756447264
2025-11-14T08:08:54.033435Z,54.5
2025-11-14T08:08:54.034435Z,61.15
2025-11-14T08:08:54.035435Z,67.8
2025-11-14T08:08:54.036435Z,74.45
2025-11-14T08:08:54.037435Z,81.10000000000001
2025-11-14T08:08:54.038435Z,87.75000000000001
2025-11-14T08:08:54.039435Z,85.52420409706414
2025-11-14T08:08:54.040435Z,78.87420409706414
2025-11-14T08:08:54.041435Z,72.22420409706413
2025-11-14T08:08:54.042435Z,65.57420409706413
2025-11-14T08:08:54.043435Z,58.92420409706413
2025-11-14T08:08:54.044435Z,65.57420409706413
2025-11-14T08:08:54.045435Z,58.92420409706413
2025-11-14T08:08:54.046435Z,52.27420409706413
2025-11-14T08:08:54.047435Z,45.62420409706413
2025-11-14T08:08:54.048435Z,38.97420409706413
2025-11-14T08:08:54.049435Z,32.32420409706413
2025-11-14T08:08:54.050435Z,25.674204097064134
2025-11-14T08:08:54.051435Z,32.32420409706413
2025-11-14T08:08:54.052435Z,38.97420409706413
2025-11-14T08:08:54.053435Z,45.62420409706413
2025-11-14T08:08:54.054435Z,52.27420409706413
2025-11-14T08:08:54.055435Z,58.92420409706413
2025-11-14T08:08:54.056435Z,65.57420409706413
2025-11-14T08:08:54.057435Z,58.92420409706413
2025-11-14T08:08:54.058435Z,52.27420409706413
2025-11-14T08:08:54.059435Z,45.62420409706413
2025-11-14T08:08:54.060435Z,38.97420409706413
2025-11-14T08:08:54.061435Z,32.32420409706413
2025-11-14T08:08:54.062435Z,25.674204097064134
2025-11-14T08:08:54.063435Z,32.32420409706413
2025-11-14T08:08:54.064435Z,38.97420409706413
2025-11-14T08:08:54.065435Z,45.62420409706413
2025-11-14T08:08:54.066435Z,52.27420409706413
2025-11-14T08:08:54.067435Z,45.62420409706413
2025-11-14T08:08:54.068435Z,52.27420409706413
2025-11-14T08:08:54.069435Z,58.92420409706413
2025-11-14T08:08:54.070435Z,65.57420409706413
2025-11-14T08:08:54.071435Z,58.92420409706413
2025-11-14T08:08:54.072435Z,52.27420409706413
2025-11-14T08:08:54.073435Z,54.5
2025-11-14T08:08:54.074435Z,61.15
2025-11-14T08:08:54.075435Z,67.8
2025-11-14T08:08:54.076435Z,74.45
2025-11-14T08:08:54.077435Z,81.10000000000001
2025-11-14T08:08:54.078435Z,87.75000000000001
2025-11-14T08:08:54.079435Z,81.10000000000001
2025-11-14T08:08:54.080435Z,77.21412733909345
2025-11-14T08:08:54.081435Z,75.38344973919864
2025-11-14T08:08:54.082435Z,68.73344973919863
2025-11-14T08:08:54.083435Z,62.083449739198635
2025-11-14T08:08:54.084435Z,61.581311530091824
2025-11-14T08:08:54.085435Z,54.931311530091826
2025-11-14T08:08:54.086435Z,48.28131153009183
2025-11-14T08:08:54.087435Z,41.63131153009183
2025-11-14T08:08:54.088435Z,34.98131153009183
2025-11-14T08:08:54.089435Z,28.33131153009183
2025-11-14T08:08:54.090435Z,34.98131153009183
2025-11-14T08:08:54.091435Z,41.63131153009183
2025-11-14T08:08:54.092435Z,39.967667709380486
