time,dB
2025-11-14T09:15:50.743904Z,-58.17
2025-11-14T09:15:50.743914Z,-58.92
2025-11-14T09:15:50.743924Z,-59.08
2025-11-14T09:15:50.743934Z,-58.91
2025-11-14T09:15:50.743944Z,-58.77
2025-11-14T09:15:50.743954Z,-58.30
2025-11-14T09:15:50.743964Z,-58.27
2025-11-14T09:15:50.743974Z,-58.71
2025-11-14T09:15:50.743984Z,-57.56
2025-11-14T09:15:50.743994Z,-56.54
2025-11-14T09:15:50.744004Z,-57.95
2025-11-14T09:15:50.744014Z,-56.92
2025-11-14T09:15:50.744024Z,-56.55
2025-11-14T09:15:50.744034Z,-56.92
2025-11-14T09:15:50.744044Z,-56.63
2025-11-14T09:15:50.744054Z,-56.42
2025-11-14T09:15:50.744064Z,-55.96
2025-11-14T09:15:50.744074Z,-56.22
2025-11-14T09:15:50.744084Z,-56.07
2025-11-14T09:15:50.744094Z,-56.61
2025-11-14T09:15:50.744104Z,-55.72
2025-11-14T09:15:50.744114Z,-55.76
2025-11-14T09:15:50.744124Z,-55.71
2025-11-14T09:15:50.744134Z,-55.56
2025-11-14T09:15:50.744144Z,-54.44
2025-11-14T09:15:50.744154Z,-55.27
2025-11-14T09:15:50.744164Z,-55.01
2025-11-14T09:15:50.744174Z,-54.30
2025-11-14T09:15:50.744184Z,-54.61
2025-11-14T09:15:50.744194Z,-53.80
2025-11-14T09:15:50.744204Z,-55.17
2025-11-14T09:15:50.744214Z,-54.74
2025-11-14T09:15:50.744224Z,-54.52
2025-11-14T09:15:50.744234Z,-54.73
2025-11-14T09:15:50.744244Z,-55.37
2025-11-14T09:15:50.744254Z,-55.33
2025-11-14T09:15:50.744264Z,-54.79
2025-11-14T09:15:50.744274Z,-54.04
2025-11-14T09:15:50.744284Z,-54.06
2025-11-14T09:15:50.744294Z,-53.83
2025-11-14T09:15:50.744304Z,-53.99
2025-11-14T09:15:50.744314Z,-53.95
2025-11-14T09:15:50.744324Z,-53.74
2025-11-14T09:15:50.744334Z,-52.53
2025-11-14T09:15:50.744344Z,-53.64
2025-11-14T09:15:50.744354Z,-53.68
2025-11-14T09:15:50.744364Z,-53.34
2025-11-14T09:15:50.744374Z,-53.80
2025-11-14T09:15:50.744384Z,-53.87
2025-11-14T09:15:50.744394Z,-53.62
2025-11-14T09:15:50.744404Z,-53.70
2025-11-14T09:15:50.744414Z,-53.99
2025-11-14T09:15:50.744424Z,-53.45
2025-11-14T09:15:50.744434Z,-53.64
2025-11-14T09:15:50.744444Z,-53.93
2025-11-14T09:15:50.744454Z,-53.56
2025-11-14T09:15:50.744464Z,-53.54
2025-11-14T09:15:50.744474Z,-53.10
2025-11-14T09:15:50.744484Z,-54.34
2025-11-14T09:15:50.744494Z,-52.72
2025-11-14T09:15:50.744504Z,-52.64
2025-11-14T09:15:50.744514Z,-54.67
2025-11-14T09:15:50.744524Z,-53.71
2025-11-14T09:15:50.744534Z,-53.19
2025-11-14T09:15:50.744544Z,-54.17
2025-11-14T09:15:50.744554Z,-54.78
2025-11-14T09:15:50.744564Z,-55.47
2025-11-14T09:15:50.744574Z,-53.99
2025-11-14T09:15:50.744584Z,-54.25
2025-11-14T09:15:50.744594Z,-54.53
2025-11-14T09:15:50.744604Z,-55.35
2025-11-14T09:15:50.744614Z,-54.18
2025-11-14T09:15:50.744624Z,-54.51
2025-11-14T09:15:50.744634Z,-54.85
2025-11-14T09:15:50.744644Z,-54.66
2025-11-14T09:15:50.744654Z,-55.04
2025-11-14T09:15:50.744664Z,-54.48
2025-11-14T09:15:50.744674Z,-54.91
2025-11-14T09:15:50.744684Z,-54.83
2025-11-14T09:15:50.744694Z,-55.57
2025-11-14T09:15:50.744704Z,-55.35
2025-11-14T09:15:50.744714Z,-55.52
2025-11-14T09:15:50.744724Z,-55.92
2025-11-14T09:15:50.744734Z,-55.77
2025-11-14T09:15:50.744744Z,-55.78
2025-11-14T09:15:50.744754Z,-56.47
2025-11-14T09:15:50.744764Z,-55.78
2025-11-14T09:15:50.744774Z,-55.77
2025-11-14T09:15:50.744784Z,-56.73
2025-11-14T09:15:50.744794Z,-56.29
2025-11-14T09:15:50.744804Z,-56.81
2025-11-14T09:15:50.744814Z,-56.47
2025-11-14T09:15:50.744824Z,-56.75
2025-11-14T09:15:50.744834Z,-57.91
2025-11-14T09:15:50.744844Z,-57.15
2025-11-14T09:15:50.744854Z,-57.23
2025-11-14T09:15:50.744864Z,-57.47
