latitude,longitude,intensity
-33.0,15.900175098645445,0.7782410933240737
-33.0,14.48678648288566,0.8524438056319521
-33.0,19.050606136335727,0.8593613771679056
-33.0,16.254869413198772,0.9389099254928779
-33.0,17.39563426227554,0.7086293458090865
-33.0,15.054921505047314,0.9791177573041479
-33.0,14.43431665202925,0.7111432346982712
-33.0,16.112861246824455,0.8330402280249671
-33.0,14.926299280469001,0.9604650246783488
-33.0,16.909408908899945,0.7343665829212858
-33.0,15.190639043884785,0.981960916790406
-33.0,13.544246574350051,0.9943929309024264
-33.0,15.308304244813325,0.9239832635773279
-33.0,16.373467656076546,0.9788042066265639
-33.0,16.04688726349485,0.7918192365350537
-33.0,14.40703441571684,0.9875545782124213
-33.0,15.862235774590042,0.8511165664484108
-33.0,14.690694925260617,0.7594065872926224
-33.0,17.40261047658862,0.7134802373205954
-33.0,19.237246949907018,0.9427915686195583
-33.0,14.822176143148312,0.7697812406178214
-33.0,15.784482805317124,0.9118920646790671
-33.0,16.648236866101243,0.9947718187962589
-33.0,14.587454489370542,0.7726882262009922
-33.0,16.58662029598596,0.9729788410644409
-33.0,16.33001923934246,0.8786421066178179
-33.0,15.583352308501734,0.704286844818375
-33.0,18.3078288577847,0.8234528305734214
-33.0,15.416806630768235,0.7204852675434933
-33.0,15.502887036986369,0.8203701673689937
-33.0,17.901949219746417,0.7554806801778761
-33.0,16.38943633159914,0.9182937454619353
-33.0,17.94835119992178,0.9084451571988525
-33.0,17.876269909206616,0.9730360265901656
-33.0,16.24883261879888,0.9645780743897507
-33.0,17.776563639331364,0.9214941111008017
-33.0,13.0,0.8804849931090714
-33.0,14.829912120343966,0.9446601168216526
-33.0,15.037111592199944,0.7518521793314282
-33.0,13.966226893590445,0.9654236698876675
-33.0,17.8757590860164,0.7233834983215982
-33.0,19.479019473498038,0.8106344838873109
-33.0,15.523641084074102,0.9972850552034845
-33.0,14.829301955700917,0.7139901419691564
-33.0,17.406176961385096,0.946331743931717
-33.0,18.54633390726173,0.7094459363161297
-33.0,16.78729995959008,0.8064113978309793
-33.0,20.198390843063322,0.7760678246618531
-33.0,19.105813037343964,0.8285424831104015
-33.0,18.331344499120657,0.7465573033255619
-33.0,17.03808182661945,0.9461992403251487
-33.0,17.393179185284126,0.9969778436311518
-33.0,13.590523916749644,0.7904213915036199
-33.0,17.983160234790695,0.77898533971574
-33.0,13.261417150343817,0.7924754615532567
-33.0,15.662101162470137,0.7742259546391259
-33.0,14.437359549334612,0.9615115030339381
-33.0,14.785159652184955,0.8302277315414746
-33.0,17.974785079589545,0.8556056312588833
-33.0,14.375219462196139,0.8927965372193755
-33.0,15.022026715373869,0.9123834191034175
-33.0,19.69695811973604,0.8341492188019379
-33.0,14.875173526001593,0.9713317235677787
-33.0,14.488630032597014,0.8810368911916056
-33.0,15.718660183897187,0.8715477836356657
-33.0,15.457809532724385,0.8935001574719387
-33.0,13.366390378564336,0.9709313251884959
-33.0,15.73616924458529,0.8880295173504255
-33.0,13.45601847904959,0.8449783278622494
-33.0,16.767172494966616,0.8096647472634639
-33.0,14.93860209130195,0.7362899779350455
-33.0,15.103987779645415,0.9409208391995924
-33.0,17.08998789992115,0.7295814476528187
-33.0,16.027475741948773,0.7829048131891042
-33.0,13.0,0.948491052099619
-33.0,13.548821352729073,0.7125202011456845
-33.0,16.762109483759183,0.77426616908299
-33.0,14.698900485978733,0.9618211066316944
-33.0,16.05212711428627,0.8391525320555294
-33.0,15.52645156773849,0.8816772869372821
-33.0,15.753284496148263,0.854151669410949
-33.0,14.432491997778037,0.7445961649155478
-33.0,18.405165674189877,0.9241492182531058
-33.0,20.23681158633964,0.8199998036078506
-33.0,15.516944465371402,0.7491031066180459
-33.0,16.518311731142617,0.712277371295031
-33.0,18.088627170101848,0.8828988326118398
-33.0,20.30341750844186,0.7592836570595283
-33.0,16.058635376732862,0.9278683031431447
-33.0,14.656132159921476,0.7879087975007079
-33.0,15.664672942154677,0.9786537189377547
-33.0,14.762581891527974,0.9890519313083427
-33.0,15.08246492701988,0.7278126641077354
-33.0,19.10241346713037,0.9456699650033134
-33.0,15.4262350207675,0.7974339748386732
-33.0,17.15092323155737,0.7952688989293493
-33.0,16.842702548876673,0.7134083706621172
-33.0,16.83166820700654,0.7462749787527421
-33.0,14.731459510054396,0.7800738676467212
-33.0,17.076520010350293,0.7389616122257296
-33.0,16.240048229565907,0.7397424439264872
-33.0,17.907627666292765,0.7335809123658957
-33.0,14.409509253652121,0.7234822575243923
-33.0,18.300473374516272,0.9219325972076831
-33.0,15.156949426713187,0.7254232562493143
-33.0,18.401499016217983,0.8443578457141894
-33.0,13.015994059817103,0.8024818917443602
-33.0,20.163891301978833,0.7785932341887511
-33.0,18.583931243718474,0.8337545070087503
-33.0,18.9686337441851,0.8212955856203704
-33.0,17.115686867501733,0.9610895928031937
-33.0,15.962203864816063,0.9535741842392682
-33.0,17.485789925737702,0.7788022672047821
-33.0,13.024925185941887,0.9649404655842342
-33.0,18.104743590011406,0.9514676730399781
-33.0,13.0,0.8236419112006803
-33.0,15.019648074416907,0.7355678191519969
-33.0,15.830446771082261,0.9122354190095452
-33.0,16.84552613837674,0.9184877540037116
-33.0,15.733422838294508,0.9655569490294518
-33.0,14.266038560093241,0.9069710285594266
-33.0,13.0,0.9252118274413121
-33.0,13.466380771688272,0.7040542043582423
-33.0,18.064566288024338,0.971042962073721
-33.0,14.731806139604675,0.9551960060905134
-33.0,18.245182710287047,0.9565788294543317
-33.0,17.134640582015823,0.96508171881201
-33.0,15.468157626929559,0.7432354904776564
-33.0,13.812134236025583,0.8258211316354497
-33.0,14.486013919035942,0.7957869127944721
-33.0,16.05126079558365,0.9973301870743041
-33.0,14.052902062185975,0.7752393943062543
-33.0,14.463868504711122,0.9718254585151906
-33.0,16.56893970999979,0.9777818426347069
-33.0,14.985759702126675,0.7260886023557283
-33.0,14.579101386289164,0.8992267827113167
-33.0,13.087978194140387,0.8536754500931155
-33.0,15.304632398989046,0.7188453463436661
-33.0,15.32838644215479,0.8243011668215889
-33.0,15.45226844503546,0.7303664777625091
-33.0,14.976304735195264,0.9514123181880313
-33.0,17.68306089950722,0.9361892218779007
-33.0,18.051406699191812,0.945610675997715
-33.0,15.597360451391022,0.9654395602991106
-33.0,14.26140698109165,0.8420143386104397
-33.0,18.07668721824298,0.9440914606145775
-33.0,14.685204768687019,0.7545620981041876
-33.0,16.507709060987466,0.802414288966866
-33.0,16.16052651690407,0.9066513120041332
-33.0,15.346805711584194,0.7365922380044034
-33.0,15.239430933628544,0.8060775520845865
-33.0,18.61787968744495,0.8247349431518896
-33.0,14.891809519493668,0.760879328103362
-33.0,15.430460721661314,0.9336529167259
-33.0,16.343723924219297,0.9543680713533167
-33.0,16.277693687676603,0.8200611151215347
-33.0,17.055838444790304,0.8641626011573004
-33.0,14.266928880524882,0.7414609508356909
-33.0,19.643156758749825,0.7150549250272422
-33.0,13.723528987780531,0.7131275121129661
-33.0,13.555853743011623,0.9101995355834189
-33.0,18.24173416242207,0.8238920553778941
-33.0,16.720889664684304,0.7468533534558707
-33.0,13.890784994516103,0.741087705209411
-33.0,17.339115663614294,0.7632280446486678
-33.0,13.0,0.7765206640227532
-33.0,14.202778608640163,0.8915532165576693
-33.0,14.195248514765817,0.8665729888891893
-33.0,18.60270116346624,0.9448392235014624
-33.0,14.016594539497419,0.8381383916990196
-33.0,16.588879988853925,0.7329092803631608
-33.0,15.785010434496904,0.762100908569943
-33.0,14.654672938223193,0.9054090197946364
-33.0,17.266364626325952,0.8684898587813265
-33.0,16.99663871871595,0.7119318375974079
-33.0,16.20239806938543,0.9707814041330727
-33.0,14.728202703967545,0.8193700082959544
-33.0,14.388783231422572,0.7418080532501099
-33.0,13.0,0.7530295241855998
-33.0,20.47420407210288,0.7329801142887388
-33.0,16.32676779291922,0.9163213946504402
-33.0,17.727277335584095,0.9798556461943488
-33.0,16.628708506540693,0.8338214964495777
-33.0,14.638756933605427,0.743751488459841
-33.0,17.0312721839507,0.7913073647225892
-33.0,16.52052035466954,0.7843385298606206
-33.0,17.095283173082766,0.9036769319494211
-33.0,17.58871409044791,0.8041623299691952
-33.0,16.56147653940011,0.9432244388485425
-33.0,17.808574555089496,0.9000474804731159
-33.0,17.78648664833927,0.8586479642267335
-33.0,16.398286236704084,0.745232911115932
-33.0,13.0,0.7845195796758537
-33.0,14.481471720519279,0.8754417971812104
-33.0,13.764893259373558,0.797754431921436
-33.0,20.325766343794733,0.8486421421482846
-33.0,15.027625763161936,0.7276033809723574
-33.0,15.926344238788694,0.8783054126929537
-33.0,14.79482083960574,0.7620489707561218
-33.0,16.946593152926784,0.7975536115161266
-33.0,17.618329451097573,0.8116396222063886
-33.0,16.38038922761582,0.9242869499136459
-33.0,13.0,0.8884627834935765
-33.0,14.485465089703824,0.8326961835370916
-33.0,15.286540122244233,0.7540219120435432
-33.0,18.60210112343166,0.8419928879154017
-33.0,16.170820661770044,0.9891148204415006
-33.0,14.830240669642125,0.8795052528764353
-33.0,18.178413296275934,0.8809814822038289
-33.0,15.856690139665325,0.7804325861156252
-33.0,14.441450392820935,0.7117034949927139
-33.0,14.703604174837578,0.9828682980028705
-33.0,17.131467479479134,0.9693319327573026
-33.0,18.99101387052226,0.7150738920392854
-33.0,13.0,0.8186937519862916
-33.0,15.067777562204634,0.7942498159368883
-33.0,16.597298981944398,0.8199060426378766
-33.0,18.51342220031533,0.8486283849267467
-33.0,16.304769465373244,0.9129634238184925
-33.0,13.874756096513064,0.762785808426066
-33.0,13.724244278362077,0.8825797585301065
-33.0,18.829979539239837,0.8917209976128693
-33.0,15.170477441965051,0.7071237624505387
-33.0,15.710995143584583,0.8738437363506726
-33.0,13.0,0.7100327414115843
-33.0,16.506659221808583,0.933240506540503
-33.0,13.0,0.9553901055201881
-33.0,14.588697982629839,0.8818433932193661
-33.0,15.333754190540887,0.9139225904336358
-33.0,16.10729013500367,0.9990410277113952
-33.0,17.274435599901498,0.7467259710461348
-33.0,16.812443756907783,0.7103047065573944
-33.0,17.429976215576545,0.7219295869635749
-33.0,17.59830215414607,0.9390077891101427
-33.0,19.1298503244705,0.8054347309693303
-33.0,13.0,0.7558829146706423
-33.0,17.222982708444224,0.7230932495397902
-33.0,17.425358557713437,0.7286059335265559
-33.0,16.083429157020426,0.7477923576755342
-33.0,19.78825161332124,0.8558728216085728
-33.0,17.70984991463734,0.9337075545532019
-33.0,15.974429108202994,0.949916128690877
-33.0,14.715956276915223,0.9283002765261658
-33.0,20.15929067285923,0.9960144909109468
-33.0,19.549263754354204,0.9688440007494117
